judul,tanggal,isi,kategori
Menkes: Tiap Tahun Ada 1 Juta Kasus Baru TBC di Indonesia,"Jumat, 29 Nov 2024 13:02 WIB","Jakarta - Menteri Kesehatan RI (Menkes) Budi Gunadi Sadikin menyebut saat ini tren penyakit tuberkulosis (TB atau TBC) terus meningkat di Indonesia. Bahkan, Indonesia menempati posisi kedua dengan kasus TB terbanyak di dunia. Menkes Budi menambahkan upaya eliminasi kasus TBC di Indonesia masih menjadi tantangan tersendiri. Pasalnya, untuk obat TB sendiri, pemerintah sedang mencari obat yang efektif dengan jangka waktu pengobatan paling singkat. Sementara untuk vaksin sedang dalam masa uji klinis. ""Indonesia masih sekitar 1 juta kasus baru (TB) per tahun dan dari 1 juta ini, waktu saya masuk tahun 2020, yang ketemu 400 ribu. Jadi per tahunnya ada sekitar 600 ribu orang 'gentayangan' yang kena TBC dan nggak tahu mengalami penyakit ini,"" kata Menkes Budi di Jakarta Selatan, Kamis (28/11/2024). ""2022 naik (yang terdeteksi) jadi 700 ribu, 2023 naik 800 ribu. Targetnya 900 ribu dan ke depan bisa 1 juta yang ketemu. Dengan cara apa? Diagnosisnya dibanyakin,"" lanjut dia. Menkes Budi mengatakan pihaknya akan memberikan bantuan alat X-Ray untuk mendeteksi TB. Selain itu, pemerintah saat ini sedang memperjuangkan untuk mendapatkan obat TBC yang lebih efektif. ""Dalam satu atau dua tahun terakhir, kemungkinan besar akan di-launch obat yang bisa (pengobatannya) dari enam bulan ke dua bulan (TB SO) atau mungkin yang sekali suntik, long-lasting injections,"" kata Menkes Budi. Terkait vaksin TB, Menkes budi menyebut saat ini sedang melakukan medical trial (uji klinis) pada beberapa vaksin yang rencananya bisa diluncurkan dalam waktu dekat. ""Mudah-mudahan tahun 2028 atau 2029 paling telat, vaksinnya bisa diluncurkan,"" tutupnya. (dpy/up)",Kesehatan
"Banyak Pasien Kanker Serviks RI Telat Terdeteksi, Waspadai Gejala Awalnya","Jumat, 29 Nov 2024 12:08 WIB","Jakarta - Kanker serviks merupakan salah satu jenis kanker yang paling banyak dialami oleh wanita Indonesia. Namun, sayangnya kanker ini justru sering terlambat terdeteksi, sehingga pasien sudah terdiagnosis dalam fase stadium akhir. Kondisi ini disebabkan karena kanker serviks stadium awal umumnya tidak menunjukkan gejala. Spesialis obstetri dan ginekologi konsultan onkologi dr Kartiwa Hadi Nuryanto, SpOG(K)Onk mengatakan hal ini akhirnya membuat banyak wanita tidak sadar bahwa mungkin mereka sudah mengalami kanker serviks. Apabila gejala muncul, beberapa tanda kanker serviks awal yang bisa dialami meliputi perdarahan pasca berhubungan, keputihan tidak normal dan beraroma tidak sedap, hingga perdarahan yang muncul di antara dua siklus menstruasi. ""Kalau misalnya stadiumnya sudah lanjut, maka ada kesulitan dalam buang air besar atau buang air kecil, kemudian adanya nyeri di punggung yang sangat menusuk, dan adanya nyeri perut, terakhir pembengkakan kaki,"" kata dr Kartiwa ketika ditemui awak media, Kamis (29/11/2024). Penyebab utama dari kanker serviks adalah infeksi Human Papillomavirus (HPV). dr Kartiwa menjelaskan jenis HPV yang paling banyak memicu kanker serviks adalah tipe 16 dan 18. Ia mengingatkan proses terbentuknya kanker serviks dari infeksi HPV membutuhkan waktu yang sangat lama, bahkan bisa 15-20 tahun. dr Kartiwa juga menjelaskan infeksi HPV biasanya bersifat berulang sampai akhirnya terbentuk kanker pada organ serviks. Hal tersebut membuat kanker serviks sebenarnya sangat mungkin untuk dicegah dengan pemeriksaan dini. Skrining secara rutin perlu dilakukan setiap 5-10 tahun sekali, meski tidak memiliki gejala. ""Jadi infeksi ini kita lihat bisa hilang, tapi kalau terkena-kena lagi, dia akan infeksi, yang akhirnya menjadi kanker serviks. Untuk perempuan yang tidak terganggu imunnya, butuh 15-20 tahun untuk menjadi kanker,"" kata dr Kartiwa. Pencegahan juga bisa dilakukan dengan vaksin kanker serviks yang sudah bisa didapatkan dengan mudah. Apabila skrining dilakukan secara dini dan berkala, maka potensi ditemukannya kanker serviks dalam stadium awal akan lebih besar. Dengan begitu, perawatan dan pengobatan yang dilakukan pada pasien bisa lebih efektif. (avk/naf)",Kesehatan
"Abdee Slank Idap IgA Nephropathy, gegara Transplantasi Ginjal? Ini Kata Dokter","Jumat, 29 Nov 2024 11:32 WIB","Jakarta - Gitaris band Slank Abdee Negara saat ini masih melakukan perawatan terkait gagal ginjal dan autoimun yang diidapnya. Diketahui, kondisi ini sudah berjalan selama delapan tahun. Sebelumnya kakak dari Abdee, Buddy Ace, mengungkapkan adiknya itu dirawat karena ada serangan autoimun IgA Nephropathy (IgAN). Disebutkan bahwa kondisi itu terjadi buntut dari transplantasi ginjal yang dilakukannya pada 2016 lalu. ""Abdee masuk rumah sakit 18 September, karena serangan autoimun/IgAN, pada ginjalnya, hasil transplantasi tahun 2016,"" tulisnya melalui pesan singkat kepada wartawan pada Jumat (18/10/2024). Hal tersebut membuat kondisi Abdee menurun, sehingga harus dilakukan perawatan intensif dalam beberapa hari. Buddy menyebut bahwa tim dokter terus berusaha menemukan obat untuk melindungi ginjalnya dari serangan autoimun. Terkait kondisi yang diidap Abdee Slank, spesialis penyakit dalam konsultan ginjal hipertensi dr Tunggul D Situmorang, SpPD-KGH, mengungkapkan tidak ada hubungan prosedur transplantasi dengan munculnya penyakit autoimun. ""Menurut saya, autoimun itu tidak ada hubungannya dengan transplantasi. Karena obat-obatan transplantasi itu adalah obat-obat yang mengobati penyakit autoimun,"" jelas dr Tunggul saat dihubungi detikcom, Jumat (29/11). dr Tunggul menjelaskan obat-obatan yang dipakai saat transplantasi merupakan anti-rejeksi atau imunosupresan. Obat tersebut juga yang digunakan untuk menekan daya tahan tubuh dalam pengobatan penyakit autoimun. Menurutnya, hubungan antara keduanya tidak tepat. Bisa jadi penyakit autoimun tersebut sudah ada dan memicu terjadinya gagal ginjal. ""Tidak ada transplantasi yang sudah dapat obat-obatan menjadi timbul autoimun. Penyakit autoimun-nya dari awal bisa jadi penyebab gagalnya ginjal,"" terang dr Tunggul. Autoimun IgA Nephropathy bisa memicu gagal ginjal dr Tunggul mengungkapkan IgA Nephropathy merupakan kondisi saat immunoglobulin A sangat dominan. Hal itulah yang dapat merusak fungsi organ ginjal. Biasanya, kondisi ini dapat terlihat dalam pemeriksaan biopsi pada jaringan ginjal. Akan terlihat adanya pengendapan dari IgA pada sel-sel atau jaringan. ""Nah, IgA Nephropathy pun spektrumnya itu luas. Ada yang bergejala, ada yang sembuh sendiri, dan ada yang harus diobati. Bahkan, ada yang sudah diobati pun tidak sembuh yang akhirnya memicu gagal ginjal,"" tuturnya. (sao/kna)",Kesehatan
"Jangan Keliru, Ini Waktu Terbaik untuk Minum Bunga Telang","Jumat, 29 Nov 2024 11:02 WIB","Jakarta - Bunga telang atau yang memiliki nama ilmiah clitoria ternatea banyak dipilih masyarakat Indonesia sebagai minuman herbal. Bunga telang dipercaya dapat memberikan banyak manfaat kesehatan bagi tubuh. Dikutip dari Vinmec International Hospital, cara mengonsumsi bunga telang adalah dengan dikeringkan dan kemudian direndam dalam air mendidih, sehingga menjadi teh. Kandungan utama dari teh bunga telang adalah antosianin dan kliotida, yang dapat membantu meningkatkan kesehatan otak, meningkatkan daya ingat, menurunkan demam, meredakan nyeri, dan sebagainya. Kapan Waktu Terbaik untuk Minum Teh Bunga Telang? Minum teh bunga telang setelah makan dan sebelum tidur adalah waktu terbaik karena membantu menghilangkan lemak berlebih secara efektif, dan juga membantu mendapatkan tidur yang baik. Namun, perlu diperhatikan bahwa teh bunga telang hanya boleh dikonsumsi sebanyak 300-500 ml (sekitar 1-2 cangkir) per hari. Manfaat Teh Bunga Telang Dikutip dari Healthline dan MedicineNet, bunga telang yang rutin dikonsumsi dan tidak melebihi batas aman dapat memberikan beragam manfaat kesehatan seperti: 1. Mengontrol Kadar Gula Darah Sebuah penelitian menunjukkan bahwa mengonsumsi bunga telang dapat mengurangi risiko penyakit diabetes dan gejala terkait kondisi ini. Penelitian yang melibatkan 15 pria menunjukkan bahwa mengonsumsi minuman yang mengandung ekstrak bunga telang dapat membantu meningkatkan kadar antioksidan dan menurunkan kadar gula darah serta insulin, walaupun minuman tersebut mengandung kadar gula. 2. Menurunkan Risiko Kanker Bunga telang diketahu mengandung zat yang memiliki sifat antikanker. . Mengonsumsi rebusan bunga telang tersebut dapat membantu dengan masuk ke dalam sel kanker dan menghambat pertumbuhannya. 3. Membantu Mengurangi Peradangan Mengonsumsi teh bunga telang dapat membantu mengurangi pembengkakan di area tubuh. Minuman ini dapat mengurangi rasa nyeri pada tubuh, penyakit migrain, dan pembengkakan akibat luka dan sakit kepala. 4. Menurunkan Tekanan Darah Mengonsumsi teh bunga telang dapat membantu untuk menurunkan tekanan darah. Hal ini sangat membantu mereka yang memiliki tekanan darah tinggi atau hipertensi. 5. Menyehatkan Sistem Pencernaan Kandungan antioksidan yang ada dalam teh bunga telang dapat membantu untuk merelaksasi otot perut, sehingga pencernaan dapat lebih lancar. Teh tersebut juga dapat memiliki manfaat anthelmintik yaitu membantu mencegah pertumbuhan cacing dalam usus. (dpy/naf)",Kesehatan
AS Izinkan Sesama Pengidap HIV Jadi Donor-Penerima Transplantasi Organ,"Jumat, 29 Nov 2024 10:41 WIB","Jakarta - Otoritas kesehatan Amerika Serikat mengizinkan orang dengan HIV menjadi donor dan penerima transplantasi ginjal atau hati dari sesama pengidap. Sebelumnya, transplantasi semacam itu hanya dapat dilakukan sebagai bagian dari studi penelitian. Aturan baru, yang mulai berlaku Rabu (27/11), diharapkan dapat memperpendek waktu tunggu untuk mendapatkan organ bagi semua orang, terlepas dari status HIV, dengan meningkatkan jumlah organ yang tersedia. ""Aturan ini menghilangkan hambatan yang tidak perlu untuk transplantasi ginjal dan hati, memperluas jumlah donor organ, dan meningkatkan hasil bagi penerima transplantasi dengan HIV,"" kata Menteri Kesehatan dan Layanan Kemanusiaan AS Xavier Becerra dalam sebuah pernyataan dikutip dari APNews, Jumat (29/11/2024). Pada tahun 2010, dokter bedah di Afrika Selatan memberikan bukti pertama bahwa penggunaan organ donor yang positif HIV aman bagi penderita HIV. Namun, praktik tersebut tidak diizinkan di Amerika Serikat hingga tahun 2013 ketika pemerintah mencabut larangan dan mengizinkan penelitian. Awalnya, penelitian dilakukan pada donor yang sudah meninggal. Kemudian pada tahun 2019, sebuah tim di Universitas Johns Hopkins di Baltimore melakukan transplantasi ginjal pertama di dunia dari donor hidup yang mengidap HIV kepada penerima yang positif HIV. Secara keseluruhan, 500 transplantasi ginjal dan hati dari donor yang positif HIV telah dilakukan di AS. (kna/kna)",Kesehatan
"Daftar 6 Minuman yang Bisa Turunkan Kadar Gula Darah, Termasuk Kopi","Jumat, 29 Nov 2024 10:00 WIB","Jakarta - Bukan cuma apa yang dimakan, minuman juga jelas berpengaruh pada kadar gula darah seseorang. Saat ingin menurunkan kadar gula darah, sebaiknya menghindaei minuman manis, seperti soda, campuran jus buah, limun, dan teh manis atau bahkan minuman boba. Ada banyak minuman lain yang kaya manfaat dan berpengaruh pada fungsi metabolisme tubuh lebih baik. Berikut ini enam minuman enak yang bisa menurunkan kadar gula darah, dikutip dari sejumlah jurnal: 1. Air putih Jangan anggap sepele pentingnya minum air putih. Air putih jelas nol kalori dan otomatis menghidrasi tubuh tanpa meningkatkan kadar gula darah. Sejumlah riset juga menunjukkan minum air putih menurunkan risiko diabetes tipe 2 hingga 6 persen jauh lebih rendah, salah satunya berdasarkan tinjauan sistematis dan meta-analisis 2021 dalam Diabetes & Metabolic Syndrome: Clinical Research & Reviews. Menariknya, air meningkatkan volume darah, mendorong pelepasan asam amino yang memengaruhi regulasi gula darah. Kaitannya bahkan lebih kuat ketika orang beralih dari kebiasaan minum minuman manis bergula (seperti soda) ke air putih, karena ini mengurangi asupan gula dan kalori, membantu orang mempertahankan berat badan ideal atau sehat, yang pada akhirnya membantu pengendalian gula darah. 2. Kopi Minum kopi berkafein atau tanpa kafein menurut riset bisa menurunkan risiko terkena diabetes tipe 2, misalnya dalam penelitian yang dipublikasikan jurnal Nutrients pada 2019. Mengapa? Senyawa tanaman, yang disebut fitokimia dalam kopi dapat mendukung kesehatan sel-sel di hati dan pankreas, yang melindungi perkembangan perlemakan hati dan menjaga fungsi insulin atau pengatur utama gula darah. Satu hal yang perlu dicatat, apa yang kemudian ditambahkan kepada minuman kopi. Khasiatnya tidak lagi efektif bila ditambahkan dengan tinggi gula, yang umjm ditemukan pada kopi susu di pasaran. 3. Teh Hitam Bukan pecinta kopi? Teh bisa jadi alternatif. Teh juga menjadi minuman yang dikaitkan dengan risiko diabetes dan komplikasi diabetes lebih rendah, menurut tinjauan jurnal Antioxidants pada 2019. Senyawa teh membantu meningkatkan resistensi insulin dan mengurangi stres oksidatif serta peradangan. Para peneliti bahkan mengatakan komponen teh dapat dikembangkan menjadi produk yang suatu hari bisa membantu mengelola diabetes. Sebagian besar penelitian dilakukan pada teh hitam dan teh oolong. Jadi, pilihlah varietas tersebut jika ingin menurunkan gula darah. Seperti halnya kopi, batasi penambahan gula, termasuk madu. Jika teh hitam terasa terlalu pahit, pilihlah campuran teh, seperti chai tanpa tambahan gula, atau untuk minuman tanpa kalori dan gula, agar tetap menjadi pilihan yang baik untuk kadar gula darah stabil. 4. Teh Hijau Jika lebih menyukai rasa atau kandungan kafein yang lebih rendah dari teh hijau, inilah saatnya untuk menyeduh secangkir teh yang masih jangat. Mengonsumsi teh hijau telah terbukti sedikit menurunkan kadar glukosa darah puasa, menurut meta-analisis pada 2020 dari 27 uji coba terkontrol acak yang diterbitkan jurnal Nutrition & Metabolism. Katekin dalam teh dapat menghalangi penyerapan karbohidrat selama proses pencernaan, juga dapat meningkatkan metabolisme glukosa, yang bisa mengurangi stres oksidatif, semuanya dapat membantu menurunkan gula darah. Tidak semua penelitian menunjukkan hasil yang menjanjikan: Meta-analisis lain yang diterbitkan pada tahun 2021 dalam Diabetes & Metabolic Syndrome tidak menemukan bahwa teh hijau berdampak positif pada glukosa darah puasa atau penanda gula darah lainnya pada orang dengan diabetes tipe 2. Meski demikian, teh hijau masih merupakan minuman tanpa kalori dan gula, sehingga tetap menjadi pilihan yang baik untuk menjaga kadar gula darah tetap stabil. 5. Susu Meskipun alternatif susu mungkin sedang tren, protein dalam susu sapi dapat membantu menurunkan respons glukosa darah setelah makan, pada orang yang mengidap diabetes maupun tidak, menurut tinjauan riset Diabetes/Metabolism Research and Reviews. Protein ini, termasuk kasein dan whey, memperlambat pencernaan dan meningkatkan respons insulin, sehingga berdampak positif pada kadar gula darah. 6. Jus Tomat Untuk minuman ramah gula darah dengan banyak rasa, minumlah jus tomat. Dalam uji coba terkontrol yang diterbitkan pada jurnal Asia Pacific Journal of Clinical Nutrition, saat mengevaluasi 25 wanita sehat, mereka yang minum sekitar 7 ons jus tomat 30 menit sebelum sarapan kaya karbohidrat, memiliki kadar gula darah lebih rendah setelah makan dibandingkan dengan mereka yang meminum jenis minuman lain sebelum makan. Hal ini tetap terjadi meskipun jus tomat menambahkan kalori ekstra. Serat dalam tomat membantu memperlambat pencernaan, sehingga laju kenaikan gula darah ikut melambat setelah makan. (naf/kna)",Kesehatan
Mitos! Pasta Gigi Tak Bisa Digunakan untuk Mengatasi Keputihan Wanita,"Jumat, 29 Nov 2024 09:32 WIB","Jakarta - Keputihan atau vaginal discharge merupakan kondisi keluarnya cairan lendir dari area intim sebagai cara tubuh untuk menjaga vagina tetap bersih, lembab, dan terhindar dari infeksi. Salah satu mitos soal keputihan yang masih dipercaya adalah penggunaan pasta gigi untuk menghilangkan keputihan hingga membuat vagina menjadi lebih kesat. Berkaitan dengan hal tersebut, spesialis obstetri dan ginekologi dr Muhammad Fadli, SpOG menekankan pemberian pasta gigi pada area vagina tidak memberikan dampak apapun. Bahkan, menurutnya penggunaan pasta gigi pada vagina dapat berbahaya dan justru memicu keputihan. dr Fadli menekankan keputihan adalah kondisi yang sangat normal terjadi sebelum dan sesudah menstruasi, serta pada masa subur atau ovulasi. ""Dengan kita meng-introduce odol atau zat kimia atau yang seharusnya tidak ada di situ, itu bisa mengubah environment atau pola lingkungan yang berada di situ, yang bisa menyebabkan bahkan keputihan atau infeksi juga jadinya,"" kata dr Fadli ketika dihubungi detikcom, Kamis (28/11/2024). ""Kalau flora normalnya rusak disebabkan oleh odol tersebut yang ada malah rentan terkena keputihan,"" sambungnya. Meski begitu, terdapat beberapa ciri keputihan tidak normal yang harus diperiksakan ke dokter. Pemeriksaan ke dokter perlu dilakukan untuk memastikan apakah keputihan berkaitan dengan infeksi atau tidak. Ia menjelaskan infeksi pada area vagina dapat disebabkan oleh jamur, bakteri, dan protozoa. Melalui pemeriksaan, dokter bisa memberikan penanganan atau perawatan yang paling tepat dan efektif. ""Namun, kalau misalnya keputihan ini gatal, perih, hijau, berbau, berubah warna, nah ini ada kemungkinan terdapatnya infeksi. Apalagi kita tinggal di iklim yang tropis lembab, jadi sangat mudah terjadinya infeksi,"" tandasnya. (avk/kna)",Kesehatan
5 Tips Minum Kopi untuk Pengidap GERD Agar Gejala Tak Kambuh,"Jumat, 29 Nov 2024 09:02 WIB","Jakarta - Kopi merupakan salah satu minuman yang paling populer di dunia. Kendati demikian, minuman ini kerap dipandang 'tidak ramah' bagi orang dengan masalah asam lambung dan GERD (gastroesophageal reflux disease). Dikutip dari Healthline , kafein yang terkandung dalam kopi dapat memicu gejala GERD. Kafein dapat melemaskan otot sfingter esofagus, katup yang membatasi antara lambung dan kerongkongan. Akibatnya, katup tersebut tidak dapat menutup secara sempurna, sehingga memungkinkan cairan asam lambung (asam klorida) dan makanan naik kembali ke kerongkongan. Inilah yang kemudian dapat memicu gejala GERD, seperti heartburn dan rasa pahit di mulut. Selain itu, kafein juga dapat meningkatkan produksi asam klorida di lambung. Hal ini dapat menyebabkan sejumlah gangguan kesehatan, seperti nyeri perut, mual, dan kembung. Tips Minum Kopi untuk Pengidap GERD Tak sedikit dari pengidap GERD yang gemar minum kopi. Terlebih, minuman ini menawarkan sejumlah manfaat kesehatan yang sayang untuk dilewatkan. Orang dengan masalah asam lambung memang tetap bisa mengonsumsi kopi. Namun, ada beberapa hal yang perlu disesuaikan agar kopi tidak memicu atau memperparah penyakit yang diidap. Berikut beberapa tips minum kopi untuk pengidap GERD dan gangguan asam lambung: 1. Pilih kopi dengan tingkat asam yang rendah Hindari biji kopi Arab dan kopi light roast karena cenderung memiliki tingkat asam yang tinggi. Sebagai alternatif, pilihlah kopi dark roast, biji kopi espresso, dan kopi yang diseduh air dingin karena memiliki tingkat asam yang lebih rendah. 2. Hindari minum kopi saat perut kosong Bagi sebagian orang, kebiasaan ini dapat meningkatkan produksi cairan asam lambung dan memicu kekambuhan gejala. 3. Batasi jumlah kopi yang diminum Idealnya, konsumsi kafein tidak lebih dari 400 miligram atau sekitar 3-4 cangkir per hari. 4. Ganti krimer dengan susu rendah lemak Susu nabati, seperti susu almond, kedelai, dan susu gandum rendah gula dapat menjadi alternatif yang lebih sehat. 5. Gunakan penyaring kertas saat menyeduh kopi Penyaring kertas dapat memerangkap lebih banyak asam yang dapat masuk ke dalam minuman kopi. Jika mengalami nyeri ulu hati, asam lambung naik, dan kembung terus-menerus setelah minum kopi, segera konsultasikan dengan dokter untuk mendapat penanganan yang sesuai. (ath/kna)",Kesehatan
Lebih dari 1.000 Dokter dan Perawat di Gaza Tewas Akibat Serangan Israel,"Jumat, 29 Nov 2024 08:32 WIB","Jakarta - Lebih dari 1.000 dokter dan perawat telah terbunuh dalam serangan Israel di Jalur Gaza sejak tahun lalu, kata otoritas lokal pada hari Minggu. ""Lebih dari 310 tenaga medis lainnya ditangkap, disiksa, dan dieksekusi di penjara,"" kata kantor media pemerintah Gaza dalam sebuah pernyataan dikutip dari Anadolu Agency , Jumat (29/11/2024). ""Tentara Israel juga mencegah masuknya pasokan medis, delegasi kesehatan, dan ratusan ahli bedah ke Gaza,"" tambahnya. Tentara Israel juga disebut secara sistematis menargetkan rumah sakit sebagai bagian dari rencana untuk merusak sistem perawatan kesehatan di Gaza. ""Rumah sakit telah menjadi target yang dinyatakan untuk tentara Israel, yang mengebom, mengepung, dan menyerbu mereka, membunuh dokter dan perawat, melukai orang lain setelah secara langsung menargetkan mereka,"" kata pernyataan itu. Direktur Rumah Sakit Kamal Adwan, Hussam Abu Safiya, terluka dalam serangan udara Israel di fasilitas dan daerah sekitarnya di Gaza utara. Israel telah meluncurkan perang genosida di Jalur Gaza menyusul serangan Hamas tahun lalu, menewaskan lebih dari 44.200 orang, kebanyakan dari mereka perempuan dan anak-anak, dan melukai lebih dari 104.500 orang. Tahun kedua genosida di Gaza telah menarik kecaman internasional yang meningkat, dengan tokoh-tokoh dan institusi yang melabeli serangan dan pemblokiran pengiriman bantuan sebagai upaya yang disengaja untuk menghancurkan populasi. (kna/kna)",Kesehatan
"Viral Oles Pasta Gigi ke Organ Intim Bisa Cegah IMS, Dokter Beberkan Faktanya","Jumat, 29 Nov 2024 08:00 WIB","Jakarta - Ramai di media sosial X terkait munculnya mitos penggunaan pasta gigi pada area intim setelah dan sebelum bercinta bisa mencegah infeksi menular seksual (IMS). Hal ini diungkapkan oleh salah satu netizen yang mengatakan ada banyak orang yang memercayai hal tersebut. ""Terkutuklah buat yg masih nyebarin bisa bebas HIV dan IMS hanya dengan sex sebelum dan sesudah dicuci pakai odol. Semoga harinya senin terus. Bulan ini dapat 2 kasus temuan HIV plus sifilis nggak pakai kondom karena diajarinya pakai cara ini. Ini mitos yah,"" ucap pengguna akun @n***sa*al***t. ""Wkwkwk ada yg percaya???? omg kita beneran darurat edukasi seks,"" kata salah satu netizen lain yang menanggapi hal tersebut. Menanggapi, spesialis obstetri dan ginekologi dr Muhammad Fadli, SpOG mengatakan penggunaan pasta gigi untuk mencegah IMS adalah mitos. Ia menegaskan penggunaan odol di area intim sebelum dan sesudah berhubungan intim tidak memiliki manfaat apa-apa, bahkan justru berbahaya khususnya untuk vagina. ""Jadi penggunaan odol untuk mencegah IMS itu mitos. Ini memang mungkin baru trending di Indonesia. Tapi ini banyak beberapa kasus ini yang juga sudah banyak diklaim di luar sana kalau ini mitos saja,"" kata dr Fadli ketika dihubungi oleh detikcom, Kamis (28/11/2024). dr Fadli menjelaskan vagina memiliki flora atau bakteri-bakteri baik yang tumbuh di dalamnya. Pasta gigi atau zat kimia lain tidak boleh berada di dalam vagina karena bisa menimbulkan risiko seperti keputihan atau infeksi. ""Kita ketahui bahwa odol ini juga memiliki efek mint ya. Efek ini terkadang bisa menyebabkan kering dan juga menyebabkan luka pada mukosa vagina. Mukosa ini kita ketahui sangat sensitif sekali. Jadi tidak di dalam vagina saja, tapi di vulva juga tidak boleh,"" tandasnya. (avk/kna)",Kesehatan
